review_id,business_id,stars,review_text
t1sNUxaU6P_tPyePQV8Caw,x8AQIEjSqsW0z4vRyBetbw,4.0,"Trendy spot and great atmosphere! Our waiter made our visit so much fun! This place is also in a prime location with plenty of parking. The only reason I'm giving this 4 stars is I feel the prices are a bit pretentious. Great experience, decent food!"
FgO4tSsOUZPFg-i4oICIxw,x8AQIEjSqsW0z4vRyBetbw,4.0,"Love the creativity and atmosphere, would certainly go for a professional lunch with during the work day. Service is fast, and its a nice bit of something different."
0HuYoNf15kNrZWzHHkrjHw,x8AQIEjSqsW0z4vRyBetbw,4.0,"A few friends came in town and of a list of St. Louis restaurants, The BAO was high on their list to try. We were pretty pleased with our decision. Around the table we ended up with two soft shell crab bao, one char siu, and one fried chicken, and a sizable container of shared fries. The soft shell was pretty tasty, however I'd probably try something else next time (and there will be a next time). We were unanimously disappointed when we saw a later table order the wagyu and realized it was basically a burger. Maybe we should have inferred that, but it would've been great if the menu were a little clearer. We also shared an ice cream sandwich for dessert. It was novel but nothing I'm dying to have again. Overall, it's a charming fun restaurant with good food, and we'll be returning."
mxyiMpL7RA7dSz-brC1btA,x8AQIEjSqsW0z4vRyBetbw,4.0,"Happy hour is a MUST. Portions are small but cheap so you can try a variety of different things. We went with the dumplings, tofu yam bao, wagyu bao, and char siu fries. The tofu yam bao had a really good sauce and the wagyu bao tasted like a juicy burger with a bao bun. The char siu fries were to die for- not sure what kind of cheese they put on these but they melted in your mouth. The restaurant was empty which made the ambience kind of weird, but also made the service great. 4 stars because we went back another time when it wasn't happy hour and couldn't get the char siu fries. 

This isn't your typical asian restaurant, but that's why it's called asian fusion. Haven't had anything else like this in STL & will be returning for happy hour!"
2UxoUsda6kfdJAGsScDU5A,x8AQIEjSqsW0z4vRyBetbw,4.0,"I had relatives in town from San Francisco and wanted to show them the newest restaurant in St. Louis that has been popping up all over my Instagram feed.  Bao did not disappoint.  Only advice when coming with a large group: all people must be present before being seated.

We came for lunch and ordered at the bar.  We were given a number for our table and found our seats.  When the food was ready, the server brought the food to our table (appetizers came out first) and the table number was taken away.  The coffee drinks, alcoholic beverages, and soda were brought as they were finished being made.  Our table was also given pitchers of water.

I ordered the bao lobster roll.  It was about 6 inches long, the bread was super soft and fluffy, the lobster was sweet and delicately dressed. A word of caution: because the bun is so fluffy, the lobster doesn't have a chance to nestle in deep.  I lost a piece of lobster to the floor :(  The dish came with a side of hot, well-seasoned shoestring fries in an adorably small pail.  I thought the price was a little high for the size of the roll, but you have to remember that St. Louis doesn't have local lobsters..."
piTzhHizTyLlgGeoshTglQ,x8AQIEjSqsW0z4vRyBetbw,4.0,"Arrived at around 6pm on a Saturday and was seated immediately as there were only a few tables taken.  The host, though, never told the server we were her table and we sat for a while.  The host and what appeared to be the food expediter chatted at the food window, not paying attention to our ""loneliness"".  
Finally, the host told the server that we were her table and she was rather loud in chastising him.  He didn't seem to be concerned.
She was great when she came to our table and described the menu to us.  We ordered two of their signature cocktails...delicious!  
The food we ordered was some of the best food we have had: a mushroom truffle bao appetiser, lobster bao, and wagyu bao.  Fantastic!
Unfortunately, the server didn't check back until we were done and no other drinks were offered or forthcoming.
The food outshines the service..but beware, our server seemed to be the only one taking care of the 15 tables by the time we left, the food expediter needs additional training, and the host needs to be concentrating on his highschool studies, not working in a restaurant."
LmbWpPYWyr6WPJYhjPWVJA,x8AQIEjSqsW0z4vRyBetbw,4.0,Creative food options including pleasing vegan and vegetarian offerings along with an aspiring cocktail menu make this a good option for date night or family gatherings.  A few more gluten free options would be worth considering.  The flat board platings made the  runny fried egg yolks and other delicious overflowing components difficult to manage.
HC2MUsH-h8AoA1AcQt8JGA,x8AQIEjSqsW0z4vRyBetbw,4.0,"I came here one afternoon for a fairly late lunch ~3:00 PM and sat at a table by myself.  

I ordered the Soft Shell Crab Bao and thought it was awesome!  Really large piece of soft shell crab and good aioli sauce on it that paired really well with the crispiness of the crab.  The bao was soft and fluffy as I expected it to be for a Asian Bao dish.

I did the combo with the dumplings.  They were good but nothing too crazy or special and probably not worth the $5.00 for the extra dumplings.  The bao by itself was more than enough food.  They have lots of options and I would love to come again to try them all!"
czGb18OwqRy6klbW01vE2Q,x8AQIEjSqsW0z4vRyBetbw,4.0,"Very good and creative take on steamed buns. We love the mushroom, wagyu beef, and soft shell crab baos. These are all MUST-TRYS. Their rice meals are not as interesting but still very decent. Their desserts are also highly recommended - ice cream sandwiched by sweetened buns. Cocktail drinks are also a must-try. But why only 4 stars? Avoid the pork belly. It's not done well, it's soggy instead of crispy. Otherwise, we've always enjoyed coming back here for more baos!"
2pRlil3SZXBZEP7y07npdA,x8AQIEjSqsW0z4vRyBetbw,4.0,"First time having bao and this place definitely did not disappoint! Arrived with some friends expecting a happy hour menu, but upon our arrival we were greeted at the entrance with a very unfriendly woman. She started to tell us that the menu was changing and the person who told us happy hour started at 5pm did not have the authority to do so as they will not start happy hour until the following week. We decided to stay anyways and try out the food. Ordered fries & vegetable rolls for the table to share and was impressed with the fries! I decided on the shrimp tempura bao and added avocado to it, turned out to be one of the BEST dinners I've ever had! Tons of avocado, a handful of shrimp, a the fries come in a cute little pail. Overall, throughout our stay the waitress got better, but the food was !"
0oqihDpe2AgzE4XlelHzHA,x8AQIEjSqsW0z4vRyBetbw,4.0,We ordered several appetizers to share. The pork belly stood out as my favorite. Service was wonderful and the atmosphere is very relaxing and upscale. The price was a little high for how much we ordered so I would go back for a special occasion but it wouldn't be a regular spot.
kMWyZHwN_vX2ssSDcjvIlw,x8AQIEjSqsW0z4vRyBetbw,4.0,"I am a huge fan of The BAO. The buns have the perfect level of squishiness to hold your meat, this was even after ordering them to go and eating them at home. They were able to stay fresh until we ate them at home. The soft shell crab bun was awesome. It had good amount of fry to it to were you had plenty of crab taste and it also had a very good amount of spiciness to it. The hot chicken and the beef were also really good buns. However, I was expecting a little more something from the pork belly bun, still good though. I think I was really craving some pork belly and the amount of pork belly and flavor of the pork belly just didn't hit the spot. The BAO is a spot I really want to continue to visit and keep making my way down the list of buns."
VBXVnmRCr--3A65sJSPcQw,x8AQIEjSqsW0z4vRyBetbw,4.0,"Came here on a Friday at around 7 PM. It was pretty full, but we snagged a table just in time. It remained full but the turnover was pretty good, so I wouldn't worry about a wait time.

1) I loved the interior design; upscale, modern, even a little grungy. It was really great. 5/5
2) Customer service was amazing! 5/5
3) I loved the names of the cocktails, and they were pretty strong. I don't think I would have ordered what my boyfriend and I ordered again, but it was still fresh and delicious (we also really aren't cocktail people). They did have a decent selection of beer and wine! 4/5
4) Appetizers - the Laab wings and the Taiwanese dumpings were SO GOOD. I loved how they were plated. 5/5
5) We ordered the Char Siu and the Kakuni. The bao bun itself is delicious. I was a little disappointed in the sandwich as a whole. For how fatty pork belly is, I would have not added as much mayo as they did. The Char Siu was good, but it was missing more flavor - could have benefited from something pickled. 3/5

In conclusion, I will be coming back and trying the other baos. I really enjoyed my experience and hope they keep working on the menu to really perfect those flavors (maybe check out Chairman Bao, food truck in SF that serves AMAZING baos)."
BrNOs77RoLkj67jMg9HggA,x8AQIEjSqsW0z4vRyBetbw,4.0,"Recently visited after seeing some beautiful photos of the food from the ""We Eat Stuff"" couple. I was super curious - it was my first bao bun experience. The restaurant is little, but I loved the ambiance. Very dim lighting with tables overly close together but with pretty decor and a nice bar.  It felt ""medium"" upscale inside which was great for date night. As I mentioned though, we were pretty close together which made it a little awkward when another party came in. 

Our server was nice and got everything to us promptly. We ordered the skinny fries and yum yum sauce as an appetizer. My significant other really enjoyed them. I found them too spicy - I'm a wimp about spiciness, but the menu didn't describe them as spicy so I was a little disappointed. The yum yum sauce was a little spicy too which surprised me because I've only had the ""regular"" kind before.

I got the Truffled Mushroom Bao. I'm a vegetarian and was happy to see multiple veggie bao options. The entire dish was very tall. It came out on a wooden block which made it easy to make a mess, but the plating was pretty. The mushroom was HUGE and it was breaded. The avocado tasted fresh and the gouda was a complementary touch. It was definitely difficult to eat, though - you are given a knife and chopsticks. I'm not great at using chopsticks but I'm pretty sure they weren't made for giant bao sandwiches. I figured it out though and used the chopsticks to hold down the bao and cut it into smaller bits.

Significant other got the Wagyu Beef Bao. He was torn between it and the other options that all looked great. He was happy with his choice and said the beef tasted quality and the egg worked really well with it. His portion was a little smaller than mine but he didn't complain.

We checked in on Facebook and got 10% off our order which was nice because the pricing is a little bit high for the portions. I'd like to see the entree prices reduced by maybe a dollar and some cocktail specials - those looked great but we didn't want to spend $10 or $12 per drink. The staff was super awesome and even saved my wallet for me behind the bar when I accidentally left it at the table. Overall a good experience and we would definitely return."
MkY6xHwPLJCXB64csFNYVg,x8AQIEjSqsW0z4vRyBetbw,4.0,"Went here for a friends birthday. We had a reservation but it took them about 5 minutes to serve us water and provide the menus once they sat us. I think they were understaffed. But the food was reallllly good! The veggie potstickers were amazing. Skinny fries were good with the yum yum sauce, and I loved the beef bao. It was kind of like a burger. I got a glass of wine but my friend got mocttail and said it was delicious.l!"
WiiNy1ZkbS_f5FbI6ExVBQ,x8AQIEjSqsW0z4vRyBetbw,4.0,"Holy snikies this place...! Yum! Everything we had was spot on. The Thai soup was maybe the best soup I've ever had!  The dumplings looked amazing (but they weren't vegetarian ).  The sesame tofu was pretty good.  My tofu yam little bao was out of this world- the bun was such an amazing texture, as was the tofu- it was fried and crispy and complemented the moist bun amazingly, and there was some amazing sauce on there.  My only gripe is that I ate all the vegetarians stuff on the menu and I want to go back and try more things ( and eat some DUMPLINGS) but there wasn't a ton of options for veggies (but I am so glad there were a few things)... it's a very at forward menu.

Update: went back for a second time and I am less excited about this place.  The Thai soup was still amazing.  But the little bao was just ok.  The service was also realllllllly quite bad :/ I might come back for one more try but overall I'm not kinda bummed and don't know if I can recommend this place as highly as I had before."
cOQLzIeVo6568Fz-BAuUPQ,x8AQIEjSqsW0z4vRyBetbw,4.0,A little pricy and the waitress we had wasn't super friendly but the food is very good. Everything we ordered came out correct and it was all very tasty. Overall not a bad experience and the Wagyu beef bao was to die for. Nice setting and ambiance too.
1atq_l6hmkjIM_SzGwAuDQ,x8AQIEjSqsW0z4vRyBetbw,4.0,"Great experience. First time having been there yesterday evening so I was sort of at a loss as to what the whole BAO thing was and what to expect, the bartender Joe was more than happy to share his knowledge and insights about the whole menu.

Went with the Shishitos, the trio option, and Albatross and wasn't disappointed in any way. The food was well-made, clean, and in practically all cases had a sort of taste/cleanness similar to the Mandarin Variety of Asian cuisine.

A strongly recommended restaurant."
aDEu2TN5oGGpZ4mAayZCig,x8AQIEjSqsW0z4vRyBetbw,4.0,"Super tasty, but a bit overpriced. The fried chicken bao is one of the tastiest things, but basically everything here is delicious"
lLVYwuNlvz_rVOWc2u_o8g,x8AQIEjSqsW0z4vRyBetbw,4.0,"The soft shell crab bao at this restaurant is the best sandwich I've ever had. It's absolutely delicious. The fries are also fantastic. The bowls are good too, but make sure you ask them to add a sauce to it because or else they are a little dry. The reason for the 4 stars is because there was a waitress being rude to the people at the table next to me. But the food was very enjoyable!"
cwE7fIh71Do3_zGt_6GPVg,x8AQIEjSqsW0z4vRyBetbw,4.0,"The bao were pricey but very yummy! Out of all the bao I really enjoyed the truffle wagyu the most. I would recommend getting the survivor bowl the amount of food is worth it. I loved their beef bowl! The beef were so tender, easy to eat, and flavorful. The downside is the price, the bao position side is small and it's pricey."
R7VajoZTABgER1bXvd_mzA,x8AQIEjSqsW0z4vRyBetbw,4.0,"For snacks, not for dinner or lunch. I love their skinny fries. Overall good food but I wouldn't come too often. I see a lots of ppl are complaning about the portion which I agree but also needs to understand the thr business owner's perpective"
CvW0QB2F-tTe0UkwYlu_RA,x8AQIEjSqsW0z4vRyBetbw,4.0,Went to the Bao with my Daughter and her roommates a d I have to say that I am thrilled with the Bao.  The food was outstanding.  We started either pizza gyoza.  Looked like a pizza but instead of cheese cabbage on top with a delicious sweet and spicy sauce.  Let's just say it didn't last long.  Then came the crispy fries which preceded the main event the Bao.  I got the spicy lobster Bao which was so light and refreshing.  It was like a lobster roll on a Bao.  Loved it!  Then I had the Wagyu beef Bao which was surprisingly like a cheeseburger slider Bao.  It was good but not what I expected.  Then I had the Char Sui BBQ pork Bao which was fantastic and so delicate.  My Daughter tried the shrimp Bao which she devoured.  Her roomies also tried the fried chicken Bao which was enormous.  Great place with cool ambiance.  They dimmed the lights and it was cool.  I'd come back here again often if I lived here.  Service was excellent and friendly.  I highly recommend and look forward to returning to visit again.
n4TEW1iMJDypD03qESLcQg,x8AQIEjSqsW0z4vRyBetbw,4.0,Really love everything about The Bao.  Unfortunately they made a silly change on the menu.  Every Asian restaurant in town serves pork potstickers.......the dumpling at The Bao was unique as they opened with delicious chicken dumplings which set them apart from the others.  There are many of us who do not eat meat other than fish or fowl and The Baos chicken dumplings were lovely. Am very sorry for the change.
ZXfgaKnN50ZfG8vvyxu9vw,x8AQIEjSqsW0z4vRyBetbw,4.0,"Cheers to a new experience! I've driven past this place so many times and finally decided to give it a whirl. 
         When we were let in, we noticed that the occupancy was limited and tables were spaced quite far apart. We opted to eat at the bar. 
                 I got the veggie spring rolls as an appetizer and then the chicken katsu as my main. The  spring rolls were good and tasted how I expected them to taste. The chicken katsu was okay. I'll admit, it had curry in it so I wasn't sure what to expect. I wasn't wowed by it but did enjoy the taste of the chicken and rice. I ended up getting pretty full (shouldn't have gotten the app) so I didn't get to enjoy all that the dish has to offer. Service in general was fast and I'd like to come back to try more dishes. Overall, I'd give it a 7 out of 10."
Zc3apaz1UPIfVRoE_gycAQ,x8AQIEjSqsW0z4vRyBetbw,4.0,"Our order (2 1 bao combos) took over an hour to arrive, but the staff was kind enough to offer us fries (which were cold, limp, and soggy) and gyoza to hold us over. 

When the food finally arrived, it did not disappoint (except for the fries but based on our consolation fries from earlier that wasn't a surprise). They messed up my friends order so we ended up with an extra bao bun to try (the fried chicken) which was also delicious, along with the originally ordered soft shell crab and my order of the truffle wagyu. 

In my opinion the combo deal for one bao is not worth it (the fries were practically inedible compared to the delicious bao sandwiches). I'll definitely be back, but avoiding the fries since they aren't worth the plate space or money."
kKP0FcEWMHRyXt6CtVtKzA,x8AQIEjSqsW0z4vRyBetbw,4.0,"this place is a little pricey, but the food was really good. ambiance was nice & drinks were great"
zer6TdNxokMtj5CmXeF_yg,x8AQIEjSqsW0z4vRyBetbw,4.0,"Overall nice place, good food. Nice atmosphere. Menu options were limited though on a Saturday night with no bao. I thought layout of the floor could be better. Expected fancy resteraunt but kind of felt more like a fancy take out."
LCZ13P3u8GyHNIHOdtoGFQ,x8AQIEjSqsW0z4vRyBetbw,4.0,"Not too bad! I enjoyed the Gyoza's & the spicy chili type sauce that went along with it! Wish that they had more than one server working. Overall, the restaurant experience was lovely! The atmosphere paired nicely with the meal!"
1lT7xpkW9F4dtJfLQ9dHEw,x8AQIEjSqsW0z4vRyBetbw,4.0,"Ordered the lobster bao and soft shell crab, soft shell crab was solid 8/10, lobster bao probably 9/10. I also ordered the yuzu popcorn chicken. I thought it was gonna look like the photos, but then it turned up as a wet, sticky mess which tasted pretty bad. I don't know what happened but they need to change it back to whatever was on the picture posted by the business owner because it is misguiding and probably worse than the one on the picture. 3.5/5"
_KX-SXD1Lo6sgDCVxY6SIw,x8AQIEjSqsW0z4vRyBetbw,4.0,"I have tried the Bao twice now. Once for takeout and tonight with ISC and it falls into the I like a lot category. 

For takeout I ordered the Korean street corn and also the char sui Bao. The street corn is definitely something you want to eat when heart rather than let it get cold like I did unfortunately. Either way the taste as good it does come with big pieces of bacon which helps anything taste good.  The full-size Bao is a little dense on the bread but the flavoring of the pork was good overall about the size of a 5 ounce hamburger.

On our second visit, we ordered a few of the drinks. The ""coyote"" drink (can't remember the full name) was just the right amount of sweet and fruity without being overly so. This came with little mango Boba which was a nice little treat after the drink was done.
We ordered the Mofu Tofu which was extra firm tofu served cold with salmon roe and miso. Very yummy. 
Then we dined on the Laab wings!  Awesome!!!  These were hot and crispy and seasoned with a little vinegar and spice. Definitely with an Asian flare. 
Go for the little Bao sliders and get one of each. These were just right. Each with its own flavor not just different fillers. My favorite was the pork belly with the pickled greens. 
Overall the breading was sweet and soft. Done incorrectly the bun and get very hard and dry so thumbs up to the chef. 
This evening we missed out on the desserts so we will have to come back to try those out. They look very interesting with ice cream placed between fried Bao."
DFN1W9U-_QYrIh-lPaBBKg,x8AQIEjSqsW0z4vRyBetbw,4.0,"Tasty food and a cute location - very convenient for an after-work happy hour. A little on the pricy side, but it's a great treat or special occasion."
_BzSPIpGXxj7pl-K7JARZw,x8AQIEjSqsW0z4vRyBetbw,4.0,"I've been on my birthday in June 2018 and then later in August of 2018. The menu does change a bit. The food quality didn't change! I did enjoy the Soft Shell Crab twice, a large platter of different meats (can't remember the name), and I've had a few of their drinks from their drink menu. It was awesome because one of the drinks had popping boba in it and it was delicious! Another drink that I can recall is one with a gummy shark and that was a strong drink! Also for desert, the ice cream bao was definitely a must! I liked the cold thickness of the ice cream and the crispy surprise that came from the bao!

I gave it a 4 star rating because my friend recently told me about his visit and it kind of made me change my views on the place. The food definitely isn't a concern, just with the management side of things.

Otherwise, it was pretty good!"
rWf-5GZv8Ssj-jEgWyHO9g,x8AQIEjSqsW0z4vRyBetbw,4.0,"Went here during Clayton Restaurant Week on weekday evening.  Loved the chill ambience.  Seated fairly quick.  We called several times to make a reservation but they would not pick up the phone.  Great cocktail from the bartender.  Enjoyed the mackerel, Thai dumplings, fried chicken Bao and waygu beef Bao.  Ice cream spring roll was just ok, would not recommend that.  Definitely would like to come back and try out the brunch or regular dinner menu."
IRIvq1EnPKMbCSm9EBn1cA,x8AQIEjSqsW0z4vRyBetbw,4.0,"Outdoor seating! Everything is disposable so I felt really safe eating there during COVID. Like that they have carry out, as well. 

I got pork belly, the spicy chicken and wagyu beef boa buns. Pork belly was good, but I ate it last on a cooler day so wish I would have had that first and there was a bit more sear/crunch on the meat. The wagyu was super good on a fried boa bun, but really just a burger slider--not sure it was worth the up charge/higher price point. The fried hot chicken had the perfect crunch but I can't handle spice and this was SPICE. Got the massage Mayo to dip my fries in and could legit bathe in that or at the least eat it ok everything I'll ever eat again. 

Can't wait to go back to try some soups, noodles and other menu items!"
fMWUPfGbrBffOZDvYVfetQ,x8AQIEjSqsW0z4vRyBetbw,4.0,"Clayton is, perhaps, the nicest suburb of Saint Louis. The opening of The BAO, a couple of years ago, elevated the appeal of this suburban midwestern town for me. 

While the rice bowls make for a perfectly satisfying meal, the star items on the menu are the bao sandwiches. The pillowy buns, made with rice flour and milk powder, have a subtle sweetness that magnifies the flavors of the meats, especially the crispy and juicy fried chicken. The skinny fries are a perfect side item. 

To try an assortment of bao sandwiches, get a trio of bao sliders. Of course, there's no better way to end the meal than with a fried bao ice cream sandwich for dessert. 

If you drive to The BAO, there's a parking lot just behind the restaurant; there's an alley between the buildings to get to it."
i8jZMngg6URRibicCLMm5A,x8AQIEjSqsW0z4vRyBetbw,4.0,"Really tasty! Service was extremely slow, but to be fair they were working with a small staff and there may have been more online orders (it is Covid after all). The bao buns we tried were the fried chicken (really good), beef (also really good), shrimp (pretty good), teriyaki bacon (pretty good), and the spicy lobster (it was ok, not the best, which was surprising because we love lobster). The biggest drawback was that the food is a bit pricey so I wouldn't visit often, but I would definitely come back. Tip: order well in advance!"
CY1_Veco1JflT0KDuF-DFA,x8AQIEjSqsW0z4vRyBetbw,4.0,"I liked the look of the place and I really enjoyed the food. However, the fries weren't as hot as I would have liked them, but they had good flavor and were served with a Mayo type sauce on the side which I really liked. The spring rolls were crispy, warm, and served with a chili sauce, and overall really good! The buns itself were really delicious. The sliced beef was probably my favorite. It has a lot of good flavor. I wasn't thoroughly impressed with the chicken, but it was still decent. The wagyu bun was toasted more than the others which made it more crispy. The mushroom on that one really made it! I recommend coming here, but it is a little pricy!!"
t72vth3Rj6RqXkSuYBbeeg,x8AQIEjSqsW0z4vRyBetbw,4.0,Pretty fun spot for a mid week dinner! The baos were great (our favorite was by far the crab) and fries were just okay. Will definitely be going back!
QfUSVkaOVjM549jCQjoevg,x8AQIEjSqsW0z4vRyBetbw,4.0,"Atmosphere: romantic, night out vibe. About 11 tables in the whole place. We went on the weekday and didn't have to wait, but i don't know  how busy it would be on the weekend so might want to make reservations do you don't have to wait. 
Food: my fiancé had soft shell crab bao--- really good, it is the whole crab (you will se legs). It's a sandwich and the bun was really good. it wasn't too spicy but very enjoyable. Wagyu Bao- is another sandwich that they had, at first i didn't really think it was going to be in burger form, i typically don't eat burgers but this one was really good and moist. Coconut soup-- HAVE TO GET, this soup was the best thing i ever tried. I can't even describe it, little coconut and very refreshing. 
Parking: street parking."
Tqy73PYJMaPY65_eRFgrRg,x8AQIEjSqsW0z4vRyBetbw,4.0,"This location has been on my food radar for a minute, and my friend and I decided to try it out. They gave you options to eat inside or out (with adequate space between tables). Wasn't crowded or too big. Our server was very polite, and we used the online menu provided by a QR Code given at the front table.  It's a pretty chill atmosphere, even with a bar across the street. I ordered Chicken gyoza, Pork Belly Bao, Shrimp Bao and Jasmine Green Tea Boba. They were all an experience and tasted good. The gyoza was cooked well. The fries were decent, a subtle compliment to the soft and flavorful bao. I will def try the other bao they have...as well as the pizza gyoza"
UWBTD_PVwgL-SWQ5w2E6Qw,x8AQIEjSqsW0z4vRyBetbw,4.0,"We went to try the Bao on a Friday evening. We were told of a 30 minute wait by the host and we decided to wait. It turned out to be a longer wait but there was a table that was available that we could have been seated about midway into our wait. When the host came to tell us there was an opening at the bar, I asked about the table but was told it was being saved for a larger party and he would join two tables which was fine. But, a few minutes after we were seated, there was someone seated at that table with no joining of tables for a bigger group. This part of the night was annoying. I don't know what the deal was.

Once we were seated, the service was good and the food was delicious. We ordered a mocktail and one of their featured cocktails. They were both made well. For dinner, we got the sesame tofu, taiwanese dumplings, three little bao, and a soft shell crab bao. The flavors were delightful and the bao was light and fluffy. The waiter was great in recommending us things from the menu and the part of the evening where we eat and drink was very pleasant. The atmosphere was great. The decor and table settings were pleasing and romantic. We will return and I hope we have a better waiting experience next time."
VdQV28gqRvPxfmi3C1q6TQ,x8AQIEjSqsW0z4vRyBetbw,5.0,"Place is awesome. Tried the tofu, it's GREAT! Tried the burger, it was very good. Tried the Bao & gravy & it was seriously amazing. Also had the dumplings & they were just as wonderful. You HAVE to try this joint! Enjoy!"
zUnOanZdUgnCpbcX5iVm8A,x8AQIEjSqsW0z4vRyBetbw,5.0,"What a great concept and great food and drinks to go with it. The Bao serves unique sandwiches with bao serving as the bun. 

While you should come for the Bao, you should stay for the drinks as well. As I told the bartender, I could drink their cocktails all day! Very tasty, interesting, and relaxing. 

All in all a great experience and I can't wait to go there again."
C_uj8St1PNtznTetBPAt2Q,x8AQIEjSqsW0z4vRyBetbw,5.0,"I really liked the ambience and coffee.  I dont eat a lot at once, so bite sized plates were perfect for me.  My friend and I enjoyed the service very much too.  It is such a cute place to be for a"
fWpRbDFpWQq7K1QmWOCG_Q,x8AQIEjSqsW0z4vRyBetbw,5.0,Awesome atmosphere and the food is great! Big portion and different varieties. Asian fusion.
Hc3Xvu7AnC0Avb5tCOCG1A,x8AQIEjSqsW0z4vRyBetbw,5.0,"Do yourself a favor and get the soft shell crab bao. It was bomb. We each had that plus spit appetizers which were also all delicious (we got pot stickers, wings, and a coconut soup). Great drinks as well!"
